id,doi,scopus_id,title,authors,year,venue,corresponding_country,affiliations,detection_method,spectral,spectral_range_um_min,spectral_range_um_max,direction,temperature_measurement_method,temperature_control_method,temperature_range_K_min,temperature_range_K_max,citations_total,citations_total_updated,cites,cited_by
10.1063/1.5007225,10.1063/1.5007225,85047409288,A new experimental apparatus for emissivity measurements of steel and the application of multi-wavelength thermometry to continuous casting billets,Peng Wang;Zhenwei Hu;Zhi Xie;Ming Yan,2018,Review of Scientific Instruments,CN,"Shenyang University of Technology (CN, Shenyang);College of Information Science and Engineering, Northeastern University (CN, Shenyang);College of Information Science and Engineering, Northeastern University (CN, Shenyang);Shenyang University of Technology (CN, Shenyang)",FTIR fiber-optic spectrometer;Arcoptix;model FT-MIR Rocket,true,2.0,6.0,directional,thermocouple,induction heating,1073.0,1373.0,36,2026-08-02,10.1007/s10765-021-02813-0;10.1016/j.infrared.2020.103572;10.1063/1.2393157;10.1109/TIM.2024.3457934,10.1016/j.applthermaleng.2025.127648;10.1016/j.expthermflusci.2019.110017;10.1016/j.expthermflusci.2021.110379;10.1016/j.ijheatmasstransfer.2015.07.064;10.1088/1361-6501/ab5e9b;10.1109/TIM.2019.2944504
10.1063/1.5116425,10.1063/1.5116425,85075611953,A fast and versatile method for spectral emissivity measurement at high temperatures,Abdelmagid El Bakali;Rémi Gilblas;Thomas Pottier;Yannick Le Maoult,2019,Review of Scientific Instruments,FR,"Institut Clément Ader (FR, Toulouse);Institut Clément Ader (FR, Toulouse);Institut Clément Ader (FR, Toulouse);Institut Clément Ader (FR, Toulouse)",spectrometer (NIR;NeoSpectra 1;3;2;5 microns) two MIR cameras (FLIR SC7000;2;5-5;5; FLIR SC325;7;5-13),true,1.3,13.0,,thermocouple,electic heater;lamp inside of ellipsoid mirror,873.0,1273.0,5,2026-08-02,10.1007/s10765-013-1400-8;10.1016/j.ijheatmasstransfer.2015.07.064;10.1016/j.infrared.2015.01.011;10.1016/j.infrared.2015.10.001;10.1023/A:1013103419949;10.1063/1.2393157,
10.1063/5.0073459,10.1063/5.0073459,85129144493,New directional spectral emissivity measurement apparatus simultaneously collecting the blackbody and sample radiation,Zeye Yuan;Kun Yu;Longfei Li;Gangquan Wang;Kaihua Zhang;Yufang Liu,2022,Review of Scientific Instruments,CN,"Henan Normal University (CN, Xinxiang);Henan Normal University (CN, Xinxiang);Henan Normal University (CN, Xinxiang);Henan Normal University (CN, Xinxiang);Henan Normal University (CN, Xinxiang);Henan Normal University (CN, Xinxiang)",InGaAs detector with filters with locking anplifier,true,1.2,1.6,directional,thermocouple;calculated,electric heater,573.0,973.0,9,2026-08-02,10.1016/j.measurement.2023.113999;10.1063/1.2393157,10.1007/s10765-013-1400-8;10.1007/s10765-013-1531-y;10.1007/s10765-016-2058-9;10.1007/s10765-024-03393-5;10.1016/j.cap.2011.04.011;10.1016/j.expthermflusci.2021.110379;10.1016/j.infrared.2018.06.031;10.1016/j.infrared.2020.103572;10.1023/A:1012817726103;10.1088/0026-1394/47/2/S14;10.1088/0957-0233/25/9/095501;10.1109/TIM.2025.3551925;10.1117/12.542224;scopus_77957053134
10.1088/0022-3727/20/9/002,10.1088/0022-3727/20/9/002,23406469,"The directional-total emittance at 368 K of some metals, solar absorbers and dielectrics",A. A. De Silva;B. W. Jones,1987,Journal of Physics D: Applied Physics,GB,"The Open University (GB, Milton Keynes);The Open University (GB, Milton Keynes)",Golay cell,false,,,directional,Thermocouple;calculated,electic heater,368.0,368.0,5,2026-08-02,,
10.1088/0022-3727/42/15/155412,10.1088/0022-3727/42/15/155412,70349136339,Radiative properties of thermal barrier coatings at high temperatures,Geunsik Lim;Aravinda Kar,2009,Journal of Physics D: Applied Physics,US,"College of Engineering and Computer Science (US, Orlando);College of Engineering and Computer Science (US, Orlando)",Grating spectrometer;SpectraPro-300i,true,0.4,1.08,normal,thermocouple,electric heater;furnace,673.0,1423.0,26,2026-08-02,,10.1016/j.ijheatmasstransfer.2004.10.003
10.1088/0022-3735/1/3/310,10.1088/0022-3735/1/3/310,36149074651,An apparatus for the measurement of the normal and off-normal spectral emissivity of incandescent materials,L. K. Thomas,1968,Journal of Physics E: Sicentific Instruments,DE,"Westinghouse Research & Development Center (US, Pittsburgh)",Monochromator with photomultipliet (RCA IP21;0;35-0;63 microns);thermocouple (0;63-6 microns),true,0.35,6.0,directional,pyrometer,Electron-beam heating,,,7,2026-08-02,,
10.1088/0026-1394/47/2/S14,10.1088/0026-1394/47/2/S14,77949383190,The determination of the uncertainties of spectral emissivity measurements in air at the PTB,Christian Monte;Jörg Hollandt,2010,Metrologia,DE,"Physikalisch-Technische Bundesanstalt (DE, Braunschweig);Physikalisch-Technische Bundesanstalt (DE, Braunschweig)",FTIR;Nicolet 5DXB,true,4.0,40.0,directional,probe;calculated,electric heater,353.0,673.0,71,2026-08-02,10.1007/s10765-015-1866-7;10.1007/s10765-022-03129-3;10.1016/j.ijheatmasstransfer.2021.122092;10.1016/j.ijthermalsci.2024.109454;10.1016/j.infrared.2020.103572;10.1016/j.jqsrt.2022.108277;10.1016/j.measurement.2023.113999;10.1063/5.0073459;10.1109/TIM.2024.3457934;10.1117/12.2208334;10.3390/s21186252,10.1007/s10765-007-0183-1;10.1007/s10765-008-0442-9;10.1007/s10765-014-1745-7;10.1007/s10765-015-1969-1;10.1007/s11018-012-0103-z;10.1016/j.applthermaleng.2019.114854;10.1016/j.expthermflusci.2021.110379;10.1016/j.ijheatmasstransfer.2015.07.064;10.1016/j.infrared.2022.104515;10.1016/j.infrared.2023.105060;10.1088/1681-7575/ab84ff;10.1109/TIM.2025.3551925;10.1364/AO.54.008700
10.1088/0026-1394/49/6/737,10.1088/0026-1394/49/6/737,84870347096,Broadband emissivity calibration of highly reflective samples at cryogenic temperatures,S. I. Woods;T. M. Jung;G. T. Ly;J. Yu,2012,Metrologia,US,"National Institute of Standards and Technology (US, Gaithersburg);Jung Research and Development Corp. (US, Washington);Jung Research and Development Corp. (US, Washington);ITER (FR, Saint Paul lez Durance)",absolute cryogenic radiometer,,,,normal,silicon diode thermometer,cryocooler;electric heaters,80.0,300.0,8,2026-08-02,,10.1016/j.cryogenics.2023.103671
10.1088/0957-0233/12/12/311,10.1088/0957-0233/12/12/311,35666065,Uncertainty estimation for emissivity measurements near room temperature with a fourier transform spectrometer,J. Ishii;A. Ono,2001,Measurement Science and Technology,JP,"National Metrology Institute of Japan (JP, Tsukuba);National Metrology Institute of Japan (JP, Tsukuba)",FTIR,true,5.0,12.0,normal,platinum resistance thermometer (in fluid),thermostatic fluid,,,93,2026-08-02,,
10.1088/0957-0233/12/12/312,10.1088/0957-0233/12/12/312,35655601,A new spectrophotometer system for measuring thermal radiation phenomena in a 0.30-11 ?m wavelength region,H. Wakabayashi;T. Makino,2001,Measurement Science and Technology,JP,"Kyoto University (JP, Kyoto);Kyoto University (JP, Kyoto)",spectrophotometer grating-dispersion-type,true,0.3,11.0,normal,thermocouple,electric heater,,,24,2026-08-02,,
10.1088/0957-0233/25/9/095501,10.1088/0957-0233/25/9/095501,84906090112,New experimental device for high-temperature normal spectral emissivity measurements of coatings,Petra Honnerová;Ji?í Martan;Martin Ku?era;Milan Honner;Jacques Hameury,2014,Measurement Science and Technology,CZ,"University of West Bohemia (CZ, Plzen);University of West Bohemia (CZ, Plzen);University of West Bohemia (CZ, Plzen);University of West Bohemia (CZ, Plzen);Laboratoire National de Metrologie et d'Essais (FR, Paris)",FTIR;Nicolet 6700,true,1.38,26.0,normal,infrared camera (FLIR A320),A fiber laser (Jenoptik;maximum power 400 W;wavelength 1070 nm) with a scanning head (Scanlab HurryScan20),550.0,1473.0,53,2026-08-02,10.1007/s10765-022-03129-3;10.1016/j.ijheatmasstransfer.2021.122092;10.1016/j.infrared.2015.01.011;10.1016/j.infrared.2018.06.031;10.1016/j.jqsrt.2022.108277;10.1063/1.2393157;10.1063/5.0073459;10.1109/TIM.2023.3268656;10.1109/TIM.2024.3457934,10.1007/s10765-007-0183-1;10.1007/s10765-013-1400-8;10.1016/j.applthermaleng.2019.114854;10.1016/j.expthermflusci.2021.110379;10.1016/j.ijheatmasstransfer.2017.06.133;10.1016/j.infrared.2022.104515;10.1088/1361-6501/ab5e9b;10.1088/1742-6596/13/1/015;10.3390/ma12071141;scopus_77957053134
10.1088/0957-0233/3/5/012,10.1088/0957-0233/3/5/012,26866373,A radiometric method for measuring directional total emittance at ambient temperatures,B. W. Jones;A. Pantinakis,1992,Measurement Science and Technology,GB,"The Open University (GB, Milton Keynes);The Open University (GB, Milton Keynes)",Golay cell,false,,,directional,Thermocouple;calculated,electric heater,,373.0,2,2026-08-02,,
10.1088/0957-0233/9/12/005,10.1088/0957-0233/9/12/005,32297027,A periodic technique for emissivity measurements of insulating materials at moderate temperature,Monica Siroux;Eric Tang-Kwor;Simone Mattel,1998,Measurement Science and Technology,FR,"IUT de Bourges (FR, Bourges);Université Paris-Est Créteil Val de Marne (FR, Creteil);Université Paris-Est Créteil Val de Marne (FR, Creteil)",thermopile;KRS5,true,1.0,50.0,hemispherical,thermocouple,electic heater,,,12,2026-08-02,,
10.1088/1361-6501/ab5e9b,10.1088/1361-6501/ab5e9b,85081968057,An accurate instrument for emissivity measurements by direct and indirect methods,Chengxi Zhu;Matthew J. Hobbs;Jon R. Willmott,2020,Measurement Science and Technology,GB,"The University of Sheffield (GB, Sheffield);The University of Sheffield (GB, Sheffield);The University of Sheffield (GB, Sheffield)",InGaAs detector photodiode,true,2.1,2.5,normal,thermocouple,electric heater,473.0,723.0,44,2026-08-02,10.1007/s10765-008-0442-9;10.1016/j.ijheatmasstransfer.2004.10.003;10.1016/j.ijheatmasstransfer.2015.07.064;10.1016/j.ijthermalsci.2024.109454;10.1063/1.5007225;10.1088/0957-0233/25/9/095501;10.1117/12.542224,10.1016/j.measurement.2016.04.006;10.3390/s25020487
10.1088/1674-1056/25/4/047801,10.1088/1674-1056/25/4/047801,84963768026,Apparent directional spectral emissivity determination of semitransparent materials,Chun Yang Niu;Hong Qi;Ya Tao Ren;Li Ming Ruan,2016,Chinese Physics B,CN,"School of Energy Science and Engineering, Harbin Institute of Technology (CN, Harbin);School of Energy Science and Engineering, Harbin Institute of Technology (CN, Harbin);School of Energy Science and Engineering, Harbin Institute of Technology (CN, Harbin);School of Energy Science and Engineering, Harbin Institute of Technology (CN, Harbin)",FTIR;FTIR 6100,true,2.5,25.0,directional,thermocouple;calculated,electric furnace,300.0,1773.0,22,2026-08-02,10.1007/s10765-018-2472-2;10.1007/s10765-021-02813-0;10.1016/j.ijheatmasstransfer.2012.02.055;10.1016/j.ijthermalsci.2025.109809;10.1016/j.infrared.2022.104515;10.1016/j.jqsrt.2022.108277;10.1063/1.2393157;10.1088/1742-6596/13/1/015,10.1007/s10765-011-0986-y;10.1016/j.applthermaleng.2009.12.005
10.1088/1681-7575/ab84ff,10.1088/1681-7575/ab84ff,85094186581,Updated measurement method and uncertainty budget for direct emissivity measurements at the University of the Basque Country,I. González De Arrieta;T. Echániz;R. Fuente;J. M. Campillo-Robles;J. M. Igartua;G. A. López,2020,Metrologia,ES,"Universidad del Pais Vasco (ES, Leioa);Universidad del Pais Vasco (ES, Leioa);Universidad del Pais Vasco (ES, Leioa);Universidad del Pais Vasco (ES, Leioa);Universidad del Pais Vasco (ES, Leioa);Universidad del Pais Vasco (ES, Leioa)",FTIR;Bruker IFS 66v/S,true,1.43,25.0,directional,thermocouple,electic heater,300.0,1273.0,25,2026-08-02,10.1007/s10765-015-1866-7;10.1016/j.ijthermalsci.2024.109454;10.1016/j.infrared.2015.01.011;10.1016/j.infrared.2015.10.001;10.1016/j.infrared.2018.06.031;10.1063/1.2393157;10.1088/0026-1394/47/2/S14;10.1109/ACCESS.2021.3096599;10.3390/ma12071141;10.3390/s21186252,10.1007/s10765-007-0183-1;10.1007/s10765-014-1745-7;10.1007/s10765-017-2339-y;10.1007/s10765-018-2472-2;10.1016/j.applthermaleng.2016.11.022;10.1016/j.ijheatmasstransfer.2017.06.133
10.1088/1742-6596/13/1/015,10.1088/1742-6596/13/1/015,24644488388,Fourier transform spectrometer for spectral emissivity measurement in the temperature range between 60 and 1500°C,"Dai, Jingmin;Wang, Xinbei;Yuan, Guibin",2005,Journal of Physics: Conference Series,CN,"Harbin Institute of Technology (CN, Harbin);Harbin Institute of Technology (CN, Harbin);Harbin Institute of Technology (CN, Harbin)",FTIR;JASCO FTIR 6100,true,0.6,25.0,normal,thermocouple;pyrometer,electric heater,333.0,1773.0,54,2026-08-02,10.1007/s00340-024-08331-9;10.1007/s10765-022-03129-3;10.1016/j.applthermaleng.2019.114854;10.1016/j.expthermflusci.2021.110379;10.1016/j.ijheatmasstransfer.2015.07.064;10.1016/j.ijheatmasstransfer.2017.06.133;10.1016/j.ijheatmasstransfer.2021.122092;10.1016/j.ijthermalsci.2025.110629;10.1016/j.infrared.2015.01.011;10.1016/j.infrared.2018.06.031;10.1016/j.infrared.2023.105060;10.1016/j.measurement.2023.113999;10.1016/j.solener.2022.01.050;10.1088/0957-0233/25/9/095501;10.1109/TIM.2024.3457934;10.3390/ma12071141;10.3390/ma15010235,10.1007/s10765-013-1400-8;10.1088/1674-1056/25/4/047801
10.1088/1742-6596/395/1/012152,10.1088/1742-6596/395/1/012152,84875023729,Newly designed apparatus for measuring the angular dependent surface emittance in a wide wavelength range and at elevated temperatures up to 1400°C,"Rydzek, M;Stark, T;Arduini-Schuster, M;Manara, J",2012,Journal of Physics: Conference Series,DE,"Das Bayerische Zentrum für Angewandte Energieforschung e.V. (DE, Wurzburg);Das Bayerische Zentrum für Angewandte Energieforschung e.V. (DE, Wurzburg);Das Bayerische Zentrum für Angewandte Energieforschung e.V. (DE, Wurzburg);Das Bayerische Zentrum für Angewandte Energieforschung e.V. (DE, Wurzburg)",FTIR;Bruker Vertex 70v,true,2.0,25.0,directional,thermocouple;calculated,electric heater,473.0,1673.0,12,2026-08-02,10.1063/1.2393157;10.3390/s21186252,10.1007/s00340-024-08331-9;10.1016/j.infrared.2022.104515;10.1016/j.measurement.2007.10.007
10.1103/PhysRev.10.377,10.1103/PhysRev.10.377,36149014657,The true temperature scale of tungsten and its emissive powers at incandescent temperatures,A. G. Worthing,1917,Physical Review,US,"General Electric Company (US, Cincinnati)",pyrometer,true,0.467,0.665,normal,pyrometer,current through sample,,,8,2026-08-02,,
10.1103/PhysRev.50.735,10.1103/PhysRev.50.735,36149009947,Positive and negative thermionic emission from tungsten,H. B. Wahlin;L. V. Whitney,1936,Physical Review,US,"University of Wisconsin-Madison (US, Madison);University of Wisconsin-Madison (US, Madison)",pyrometer,true,0.669,0.669,normal,pyrometer,current through sample,1200.0,2100.0,4,2026-08-02,,
10.1109/ACCESS.2021.3096599,10.1109/ACCESS.2021.3096599,85110803263,A probabilistic model and capturing device for remote simultaneous estimation of spectral emissivity and temperature of hot emissive materials,Artzai Picon;Aitor Alvarez-Gila;Jose Antonio Arteche;Gabriel A. Lopez;Asier Vicente,2021,IEEE Access,ES,"TECNALIA (ES, Donostia-San Sebastian);TECNALIA (ES, Donostia-San Sebastian);TECNALIA (ES, Donostia-San Sebastian);Universidad del Pais Vasco (ES, Leioa);Arcelor Mittal Research Centre (ES, Sestao)",FTIR;ArcOptics; fiber optic spectrometer;Ocean Optics HR2000,true,0.2,12.0,normal,no;calculated,,,,8,2026-08-02,10.1109/TIM.2023.3268656,10.1088/1681-7575/ab84ff
10.1109/ICEOE.2011.6013317,10.1109/ICEOE.2011.6013317,80053286491,Experimental apparatus for simultaneous measurement of temperature and emissivity at medium-high temperature,"Liu, Yufang;Yu, Kun;Shi, Deheng",2011,Proceedings of 2011 International Conference on Electronics and Optoelectronics,CN,"School of Optics and Photonics, Beijing Institute of Technology (CN, Beijing);School of Optics and Photonics, Beijing Institute of Technology (CN, Beijing);Henan Normal University (CN, Xinxiang)",photodiode,true,1.5,1.5,directional,thermocouple;calculated,electric heater,773.0,1373.0,3,2026-08-02,,
10.1109/LGRS.2017.2772783,10.1109/LGRS.2017.2772783,85037568549,A measurement technique for infrared emissivity of epoxy-based microwave absorbing materials,Derek A. Houtz;Dazhen Gu,2018,IEEE Geoscience and Remote Sensing Letters,US,"National Institute of Standards and Technology (US, Gaithersburg);National Institute of Standards and Technology (US, Gaithersburg)",infrared camera;FLIR,,,,normal,platinum resistance thermometer,circulating water,292.0,318.0,10,2026-08-02,,
10.1109/TIM.2019.2944504,10.1109/TIM.2019.2944504,85086311597,An accurate device for apparent emissivity characterization in controlled atmospheric conditions up to 1423 K,Chengxi Zhu;Matthew J. Hobbs;Robert C. Masters;Cornelia Rodenburg;Jon R. Willmott,2020,IEEE Transactions on Instrumentation and Measurement,GB,"The University of Sheffield (GB, Sheffield);The University of Sheffield (GB, Sheffield);The University of Sheffield (GB, Sheffield);The University of Sheffield (GB, Sheffield);The University of Sheffield (GB, Sheffield)",custom radiometer;photodiode,true,0.85,1.1,normal,thermocouple;calculated;pyrometry on a cavity,electric heater,973.0,1423.0,12,2026-08-02,10.1063/1.5007225;10.1109/TIM.2024.3457934;10.3390/app142210369,10.1007/s10765-015-1866-7;10.1016/j.applthermaleng.2025.127648;10.1016/j.ijheatmasstransfer.2004.10.003;10.1016/j.measurement.2007.10.007;10.1016/j.measurement.2016.04.006
10.1109/TIM.2023.3268656,10.1109/TIM.2023.3268656,85159829889,Fast Emissivity Measuring Apparatus With Adjustable Focusing and Field Calibration,Baolin Zhao;Kaihua Zhang;Kun Yu;Yufang Liu,2023,IEEE Transactions on Instrumentation and Measurement,CN,"Henan Normal University (CN, Xinxiang);Henan Normal University (CN, Xinxiang);Henan Normal University (CN, Xinxiang);Henan Normal University (CN, Xinxiang)",fiber optic spectrometer;IdeaOptics NIR25S,true,1.4,2.5,normal,thermocouple,electric heater,873.0,1173.0,10,2026-08-02,10.1016/j.measurement.2023.113999;10.1063/1.2393157;10.1109/TIM.2024.3457934,10.1007/s10765-008-0442-9;10.1007/s10765-010-0847-0;10.1007/s10765-013-1400-8;10.1007/s10765-014-1745-7;10.1007/s10765-016-2058-9;10.1007/s10765-016-2142-1;10.1007/s10765-018-2472-2;10.1016/j.applthermaleng.2016.11.022;10.1016/j.expthermflusci.2019.110017;10.1016/j.expthermflusci.2021.110379;10.1016/j.fuproc.2020.106423;10.1016/j.ijheatmasstransfer.2017.06.133;10.1016/j.infrared.2015.10.001;10.1016/j.infrared.2018.06.031;10.1016/j.proci.2010.07.042;10.1021/acs.energyfuels.9b03188;10.1088/0957-0233/25/9/095501;10.1109/ACCESS.2021.3096599;10.1117/12.560602
10.1109/TIM.2024.3457934,10.1109/TIM.2024.3457934,85204244922,Fast Measuring Device for the Normal Spectral Emissivity in a Broad Temperature Range,Ruirui Tong;Kaihua Zhang;Longfei Li;Bo Zhang;Qin Liu;Yufang Liu;Kun Yu,2024,IEEE Transactions on Instrumentation and Measurement,CN,"Henan Normal University (CN, Xinxiang);Henan Normal University (CN, Xinxiang);Henan Normal University (CN, Xinxiang);Henan Academy of Special Optics Ltd. (CN, Xinxiang);Henan Academy of Special Optics Ltd. (CN, Xinxiang);Henan Normal University (CN, Xinxiang);Henan Normal University (CN, Xinxiang)",fiber optic spectrometer;DWARF-Star;StellarNet Inc.,true,1.0,1.6,,pyrometer,induction heating,873.0,2473.0,2,2026-08-02,10.1063/1.2393157,10.1007/s10765-013-1400-8;10.1007/s10765-013-1531-y;10.1007/s10765-015-1866-7;10.1007/s10765-016-2058-9;10.1007/s10765-017-2339-y;10.1007/s10765-018-2472-2;10.1007/s10765-021-02813-0;10.1016/j.applthermaleng.2016.11.022;10.1016/j.applthermaleng.2019.114854;10.1016/j.ijheatmasstransfer.2017.06.133;10.1016/j.infrared.2015.10.001;10.1063/1.5007225;10.1088/0026-1394/47/2/S14;10.1088/0957-0233/25/9/095501;10.1088/1742-6596/13/1/015;10.1109/TIM.2019.2944504;10.1109/TIM.2023.3268656;10.3390/ma12071141;10.3390/s21186252
10.1109/TIM.2025.3551925,10.1109/TIM.2025.3551925,105002399139,A Novel Measurement Method for Material Emissivity Under High Temperature,Jiu Zhang;Xu Lan;Runxun Ma;Feng Yue;Guohui Mei,2025,IEEE Transactions on Instrumentation and Measurement,CN,"College of Information Science and Engineering, Northeastern University (CN, Shenyang);College of Information Science and Engineering, Northeastern University (CN, Shenyang);College of Information Science and Engineering, Northeastern University (CN, Shenyang);College of Information Science and Engineering, Northeastern University (CN, Shenyang);College of Information Science and Engineering, Northeastern University (CN, Shenyang)",pyrometer,true,1.55,1.55,normal,calculated,electric heater,893.0,1093.0,0,2026-08-02,10.1007/s10765-008-0442-9;10.1063/5.0073459;10.1088/0026-1394/47/2/S14,10.1023/B:IJOT.0000028479.90667.8a
10.1115/1.4006088,10.1115/1.4006088,84862751289,Direct measurement of thermal emission from a Fabry-Perot cavity resonator,L. P. Wang;S. Basu;Z. M. Zhang,2012,Journal of Heat Transfer,US,"George W. Woodruff School of Mechanical Engineering (US, Atlanta);George W. Woodruff School of Mechanical Engineering (US, Atlanta);George W. Woodruff School of Mechanical Engineering (US, Atlanta)",FTIR;ABB FTLA2000,true,2.5,20.0,directional,thermocouple,electric heater,,800.0,68,2026-08-02,10.1007/s10765-007-0183-1;10.1007/s10765-008-0442-9;10.1007/s10765-018-2472-2;10.1007/s10765-022-03129-3;10.1016/j.ijthermalsci.2025.109809;10.1016/j.jqsrt.2022.108277;10.1063/1.2393157,
10.1117/12.2208334,10.1117/12.2208334,84974573821,Design and test of a new facility for assessing spectral normal emittance of solid materials at high temperature,"Mercatelli, L;Meucci, M;Sani, E",2016,Optical Components and Materials XIII,IT,"CNR - Istituto Nazionale di Ottica (IT, Florence);CNR - Istituto Nazionale di Ottica (IT, Florence);CNR - Istituto Nazionale di Ottica (IT, Florence)",FTIR,true,1.6,25.0,normal,thermocouple,electric heater,,1100.0,1,2026-08-02,10.1063/1.2393157,10.1007/s10765-014-1745-7;10.1016/j.ijheatmasstransfer.2015.07.064;10.1088/0026-1394/47/2/S14;10.1364/AO.54.008700
10.1117/12.542224,10.1117/12.542224,3543120612,Infrared spectral emissivity characterization facility at NIST,"Hanssen, Leonard M;Mekhontsev, Sergey N;Khromchenko, Vladimir B",2004,Thermosense XXVI,US,"National Institute of Standards and Technology (US, Gaithersburg);National Institute of Standards and Technology (US, Gaithersburg);National Institute of Standards and Technology (US, Gaithersburg)",FTIR;Bomem DA3 (modified),true,1.0,20.0,normal,platinum resistance thermometer;integrating sphere,electric heater,600.0,1400.0,55,2026-08-02,10.1007/s10765-007-0183-1;10.1007/s10765-013-1531-y;10.1007/s10765-016-2058-9;10.1016/j.ijheatmasstransfer.2015.07.064;10.1016/j.ijheatmasstransfer.2017.06.133;10.1016/j.infrared.2015.10.001;10.1016/j.infrared.2018.06.031;10.1063/5.0073459;10.3390/ma15010235;10.3390/s21186252,10.1063/1.4819635;10.1088/1361-6501/ab5e9b
10.1117/12.560602,10.1117/12.560602,15744375523,Device for spectral emissivity measurements of ceramics using a FT-IR-spectrometer,"Bauer, Wolfgang;Moldenhauer, Alexander",2004,Interferometry XII: Applications,DE,"Universität Duisburg-Essen (DE, Duisburg);Universität Duisburg-Essen (DE, Duisburg)",FTIR,true,0.8,25.0,normal,thermocouple;platinum resistance thermometer,electric heater,373.0,1473.0,12,2026-08-02,10.1007/s10765-016-2058-9;10.1109/TIM.2023.3268656;10.3390/s21186252,10.1016/j.ijheatmasstransfer.2015.07.064;10.1016/j.infrared.2022.104515
10.1134/S0040601509030100,10.1134/S0040601509030100,62449204433,Measurement of spectral directional emissivity of materials and coatings in the infrared region of spectrum,V. V. Vitkovskii;V. G. Gorshenev;Yu F. Potapov,2009,Thermal Engineering,RU,"Central Aerohydrodynamic Institute (TsAGI) (RU, Zhukovskiy);Central Aerohydrodynamic Institute (TsAGI) (RU, Zhukovskiy);Central Aerohydrodynamic Institute (TsAGI) (RU, Zhukovskiy)",optoacoustic radiation detector;OAP-7-1;with monochromator,,,,directional,thermocouple,electric heater,,,5,2026-08-02,,
10.1364/AO.35.005683,10.1364/AO.35.005683,30270110,Measurement of surface temperature and emissivity by a multitemperature method for Fourier-transform infrared spectrometers,Sønnik Clausen;Axel Morgenstjerne;Ole Rathmann,1996,Applied Optics,DK,"Technical University of Denmark (DK, Lyngby);Technical University of Denmark (DK, Lyngby);Technical University of Denmark (DK, Lyngby)",FTIR;Bomem MB155,true,1.27,20.0,,calculated,,,,43,2026-08-02,,
10.1364/AO.54.008700,10.1364/AO.54.008700,85011655527,Facility for assessing spectral normal emittance of solid materials at high temperature,Luca Mercatelli;Marco Meucci;Elisa Sani,2015,Applied Optics,IT,"CNR - Istituto Nazionale di Ottica (IT, Florence);CNR - Istituto Nazionale di Ottica (IT, Florence);CNR - Istituto Nazionale di Ottica (IT, Florence)",FTIR;BioRad Excalibur,true,1.6,25.0,normal,thermocouple,electric heater,,1273.0,16,2026-08-02,10.1007/s10765-014-1745-7;10.1016/j.applthermaleng.2019.114854;10.1016/j.ijheatmasstransfer.2015.07.064;10.1063/1.2393157;10.1088/0026-1394/47/2/S14;10.1117/12.2208334,10.1016/j.ijthermalsci.2025.109740
